eventName,hwmTypeName,hwmQualityName,verticalDatumName,verticalMethodName,approvalMember,markerName,horizontalMethodName,horizontalDatumName,flagMemberName,surveyMemberName,site_no,siteDescription,sitePriorityName,networkNames,stateName,countyName,siteZone,sitePermHousing,siteNotes,hwm_id,waterbody,site_id,event_id,hwm_type_id,hwm_quality_id,hwm_locationdescription,latitude_dd,longitude_dd,survey_date,elev_ft,vdatum_id,vcollect_method_id,bank,approval_id,marker_id,height_above_gnd,hcollect_method_id,peak_summary_id,hwm_notes,hwm_environment,flag_date,stillwater,hdatum_id,flag_member_id,survey_member_id,uncertainty,hwm_uncertainty,hwm_types,hwm_qualities,marker,vertical_datums,approval,event,site,peak_summary,files,horizontal_datums,horizontal_collect_methods,vertical_collect_methods,survey_member,flag_member,Links
Louisiana August 2016,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,,Nail and HWM tag,Handheld GPS,WGS84 (from Digital Map),Laura LaPolice,Jeffrey Moss,LAEAS16923,Seed line on tree in yard of 3940 Winnabago st.,,,LA,East Baton Rouge Parish,,No,,15283,Comite,16923,129,5,2,,30.48348,-91.15028,9/1/2016 5:00:00 AM,53.26,2,2,N/A,,6,1.44,1,,Used elevation of TBM and levels to establish elevation of HWM.,Riverine,8/24/2016 5:00:00 AM,0,4,1598,1595,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,,Marker,Handheld GPS,WGS84 (from Digital Map),Jeffrey Moss,Jeffrey Moss,LAEAS16923,Seed line on tree in yard of 3940 Winnabago st.,,,LA,East Baton Rouge Parish,,No,,15718,Comite,16923,129,5,2,On house near central air unit. On corner of front of house.,30.48348,-91.15028,9/1/2016 5:00:00 AM,53.254,2,2,N/A,,4,,1,,Used elevation of TBM and levels to establish elevation of HWM,Riverine,9/1/2016 5:00:00 AM,0,4,1595,1595,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Good: +/- 0.10 ft,,,,Nail and HWM tag,Handheld GPS,NAD83,Jaysson Funkhouser,Jaysson Funkhouser,LAST.16924,"Tickfaw Creek near Montpelier, LA gaging station. These marks were identified for indirects but will also be used for the FEMA mission.",,,LA,St. Helena Parish,,No,,15284,Tickfaw,16924,129,5,2,On tree near highway 43 at far south edge of field,30.67338,-90.62595,,,,,Left,,6,1.4,1,,,Riverine,8/23/2016 5:00:00 AM,0,2,1585,1585,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Good: +/- 0.10 ft,,,,Nail and HWM tag,Handheld GPS,NAD83,Jaysson Funkhouser,Jaysson Funkhouser,LAST.16925,"Tickfaw Creek near Montpelier, LA gaging station. These marks were identified for indirects but will also be used for the FEMA mission.",,,LA,St. Helena Parish,,No,,15285,Tickfaw,16925,129,5,2,"36"" pine tree 20 feet south of the intersection of Lenoir Street and Highway 43. Surveyed with RTK on 8/25/16 by T. Baldwin and J. Storm.",30.6751,-90.62516,,,,,N/A,,6,0,1,,,Riverine,8/23/2016 5:00:00 AM,0,2,1585,1585,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Good: +/- 0.10 ft,,,,Nail and HWM tag,Handheld GPS,NAD83,Jaysson Funkhouser,Jaysson Funkhouser,LAST.16926,"Tickfaw Creek near Montpelier, LA gaging station. These marks were identified for indirects but will also be used for the FEMA mission.",,,LA,St. Helena Parish,,No,,15286,Tickfaw,16926,129,5,2,Nail in 24 inch pine along Lenoir Street 10 feet upstream of mailbox. Surveyed by T. Baldwin and J. Storm on 8/25/16,30.67858,-90.6272,,,,,Left,,6,3.2,1,,,Riverine,8/23/2016 5:00:00 AM,0,2,1585,1585,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,,,,Marker,Handheld GPS,NAD83,Laura LaPolice,Laura LaPolice,LAEAS16927,Mud line Marked in car port  on Shamrock Ave.,,,LA,East Baton Rouge Parish,,No,,15289,Comite,16927,129,5,1,excellent mud/seed line marked with sharpie on left wall of car port,30.49673,-91.03607,,,,,N/A,,4,3,1,,,Riverine,8/25/2016 4:00:00 AM,0,2,1598,1598,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,,,,Marker,Handheld GPS,NAD83,Laura LaPolice,,LAEAS16927,Mud line Marked in car port  on Shamrock Ave.,,,LA,East Baton Rouge Parish,,No,,15290,Comite,16927,129,5,1,mark located just below HWM on car port. Marked with sharpie. This is a secondary line,30.49673,-91.03607,,,,,N/A,,4,,1,,,Riverine,8/26/2016 4:00:00 AM,0,2,1598,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,,Marker,Handheld GPS,NAD83,Laura LaPolice,Jeffrey Moss,LAEAS16928,Glen Oaks High School,,,LA,East Baton Rouge Parish,,No,,15292,comite,16928,129,5,1,Seed line to the left of double doors at main office of building. marked with sharpie marker,30.51172,-91.12135,9/3/2016 5:00:00 AM,54.244,2,2,N/A,,4,2.08,1,,Used TBM and levels to determine elevation.,Riverine,8/24/2016 5:00:00 AM,0,2,1598,1595,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Good: +/- 0.10 ft,,,,Nail and HWM tag,Handheld GPS,NAD83,Laura LaPolice,Jeffrey Moss,LAEAS16929,2 seed line HWM at 9153 Sharon Hills Rd.,,,LA,East Baton Rouge Parish,,No,,15293,comite,16929,129,5,2,seed line located on a Vitex tree marked with blue flagging tape and a white HWM disc.,30.5343,-91.12956,9/2/2016 5:00:00 AM,,,,N/A,,6,2.4,1,,Abandoned HWM. Unable to shoot with levels due to placement on tree. Was able to shoot other HWM on site.,Riverine,8/24/2016 5:00:00 AM,0,2,1598,1595,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,,Nail and HWM tag,Handheld GPS,NAD83,Laura LaPolice,Jeffrey Moss,LAEAS16929,2 seed line HWM at 9153 Sharon Hills Rd.,,,LA,East Baton Rouge Parish,,No,,15294,comite,16929,129,5,1,seed line located on 4x4 post of swing in front yard. Marked with blue flagging tape and a white HWM disc.,30.53415,-91.12959,9/2/2016 5:00:00 AM,59.794,2,2,N/A,,6,,1,,Used TBM and levels to determine elevation.,Riverine,8/24/2016 5:00:00 AM,0,2,1598,1595,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,,Nail and HWM tag,Handheld GPS,NAD83,Laura LaPolice,Jeffrey Moss,LAEAS16930,Brick house with a cream paneling front porch.,,,LA,East Baton Rouge Parish,,No,,15295,comite,16930,129,5,1,"seed line marked with blue flagging tape and a white HWM disc, located on the right post of the front porch.",30.55417,-91.11227,9/3/2016 5:00:00 AM,66.133,2,2,N/A,,6,1.62,1,,Used TBM and levels to determine elevation.,Riverine,8/24/2016 5:00:00 AM,0,2,1598,1595,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,NAD83,Arthur Day,Arthur Day,LAASC16932,"Sharpie mark on middle post of carport at 44246 Trabeaux St Sorrento, LA",,,LA,Ascension Parish,,No,,15297,Conway Bayou,16932,129,5,3,"Sharpie mark on middle post of carport at 44246 Trabeaux St Sorrento, LA",30.18333,-90.86189,8/29/2016 4:00:00 AM,5.436,2,6,N/A,,4,0.71,1,,,Riverine,8/26/2016 4:00:00 AM,1,2,1587,1587,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,NAD83,Skylar McHenry,Skylar McHenry,LALIV16933,Private Residence. Ernest Stilly Road,,,LA,Livingston Parish,,No,,15314,Tickfaw,16933,129,5,1,HWM tag and flagging on front porch railing towards left side of house.,30.58142,-90.64299,9/2/2016 4:00:00 AM,68.034,2,6,N/A,,6,1.29,1,,"Job name LA-5-09022016 
Point name LALIV16335a/b 
Checked in @: 46BC56 
GPS control in EST",Riverine,8/26/2016 4:00:00 AM,0,2,1590,1590,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,NAD83,Kelvey Merrill,Skylar McHenry,LALIV16934,Nail and white HWM tab on the front door.  25536 Pardue Rd.,,,LA,Livingston Parish,,No,,15298,Natalbany,16934,129,5,1,"Front door, marked with nail and white HWM tab. 25536 Pardue Rr.",30.44025,-90.5575,8/29/2016 4:00:00 AM,16.6265,2,6,N/A,,6,3.03,1,,"Job name LA-5-08292016 
Point name: LALIV16934A
Checked in @: 46DE56
GPS control in EST",Riverine,8/26/2016 4:00:00 AM,1,2,1602,1590,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Vegetation line,Excellent: +/- 0.05 ft,,,,Marker,Handheld GPS,NAD83,Kelvey Merrill,Skylar McHenry,LALIV16934,Nail and white HWM tab on the front door.  25536 Pardue Rd.,,,LA,Livingston Parish,,No,,15303,Natalbany,16934,129,4,1,"25431 Pardue Rd, Springfiled LA, 70462. When facing house from street: Left corner of house, facing street. Marked with sharpie line. Flagging at street to mark house",30.43895,-90.5577,8/30/2016 4:00:00 AM,,,,N/A,,4,3.75,1,,HWM was abandoned due to density in the area. One HWM within this site was surveyed.,Riverine,8/26/2016 4:00:00 AM,1,2,1602,1590,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,,,,Marker,Handheld GPS,NAD83,Kelvey Merrill,Skylar McHenry,LALIV16934,Nail and white HWM tab on the front door.  25536 Pardue Rd.,,,LA,Livingston Parish,,No,,15308,Natalbany,16934,129,5,1,"25432  Horseshoe Rd.: Right corner of house, facing street, next to carport. Marked with sharpie.",30.43906,-90.55943,8/30/2016 4:00:00 AM,,,,N/A,,4,1.72,1,,Abandoned due to density in the area. Poor coverage in the area. One of HWMs within this site was surveyed.,Riverine,8/26/2016 4:00:00 AM,1,2,1602,1590,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,NAD83,Jeffrey Moss,Daniel McCay,LAEAS16935,Blue house on   st with yellow shutters. Mark is a black sharpie line on front right corner of house.,,,LA,East Baton Rouge Parish,,No,,15299,Comite,16935,129,5,2,"Looking from street, Front left corner of house.",30.47189,-91.02601,9/3/2016 4:00:00 AM,47.443,2,6,N/A,,4,2.9,1,,Clear weather. Job Name: LA-8-09032016. Shot Names: LAEAS16935a & LAEAS16935b.,Riverine,8/26/2016 4:00:00 AM,0,2,1595,1591,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,,Marker,Handheld GPS,NAD83,Laura LaPolice,Jeffrey Moss,LAEAS16936,HIGH SEED LINE AT DUPLEX,,,LA,East Baton Rouge Parish,,No,,15300,comite,16936,129,5,1,"seed line on left column of duplex, on the left of 4 way intersection",30.49127,-91.08415,9/4/2016 5:00:00 AM,53.866,2,2,N/A,,4,7.39,1,,Used TBM and levels to determine elevation.,Riverine,8/25/2016 5:00:00 AM,0,2,1598,1595,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,local control point,Christopher Henry,Christopher Henry,LALIV16937,SE side of 9the Trailer on North side of power meter. Flagged with orange tape and and orange  survey flags marked HWM.,,,LA,Livingston Parish,,No,,15301,Amite River,16937,129,5,2,SE side of 9the Trailer on North side of power meter. Flagged with orange tape and and orange  survey flags marked HWM.,30.396603,-90.903122,8/31/2016 4:00:00 AM,26.864,2,6,N/A,,4,3.32,1,,"Job name: LA-8-08312016
Point Name: LALIV16937c/d
Checked in on PortV-AmiteRM2a/b
GPS controller in EST",Riverine,8/26/2016 4:00:00 AM,0,1,7,7,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,NAD83,Arthur Day,Arthur Day,LAASC16938,Nail on siding under carport of house located at 8335 Debate St (mailbox in front yard is for 8326 across the street),,,LA,Ascension Parish,,No,,15302,Conway Bayou,16938,129,5,3,Nail on siding under carport of house located at 8335 Debate St (mailbox in front yard is for 8326 across the street),30.19135,-90.86071,8/28/2016 4:00:00 AM,6.364,2,6,N/A,,6,0.77,1,,,Riverine,8/26/2016 4:00:00 AM,0,2,1587,1587,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Stain line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,NAD83,Arthur Day,Arthur Day,LAASC16940,Nail and HWM disc in utility pole at 8326 Debate St. Pole is located halfway down white vinyl fence and driveway,,,LA,Ascension Parish,,No,,15304,Conway Bayou,16940,129,6,2,Nail and HWM disc in utility pole at 8326 Debate St. Pole is located halfway down white vinyl fence and driveway,30.19129,-90.85989,8/29/2016 4:00:00 AM,6.29,2,6,N/A,,6,2.09,1,,,Riverine,8/26/2016 4:00:00 AM,1,2,1587,1587,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,NAD83,Skylar McHenry,Skylar McHenry,LALIV16941,HWM tag on power pole front left side of residence,,,LA,Livingston Parish,,No,,15307,Tickfaw,16941,129,5,1,HWM tag on power pole in front of and to the left of residence. Seed line can be observed inside utility box,30.50599,-90.58994,8/31/2016 4:00:00 AM,44.147,2,6,N/A,,6,,1,,"Job name LA-5-08312016 
Point: LALIV16941a/b
Checked in @: 46BC56
GPS control in EST",Riverine,8/26/2016 4:00:00 AM,0,2,1590,1590,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,,Marker,Handheld GPS,NAD83,Laura LaPolice,Jeffrey Moss,LAEAS16942,mark in carport of brick house right across from school,,,LA,East Baton Rouge Parish,,No,,15305,comite,16942,129,5,1,mark found on lower right side of car port right across from back entrance of elementary school.,30.53302,-91.07331,9/4/2016 5:00:00 AM,61.332,2,2,N/A,,4,0.93,1,,Used TBM and levels to determine elevation.,Riverine,8/25/2016 5:00:00 AM,0,2,1598,1595,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,NAD83,Jaysson Funkhouser,Christopher Henry,LALIV16943,Magic marker mark under carport of trailer house,,,LA,Livingston Parish,,No,,15306,Amite,16943,129,5,2,Magic marker mark under carport on southwest corner of trailer house,30.38553,-90.76989,8/30/2016 4:00:00 AM,17,2,6,N/A,,4,3.99,1,,"Job name: LA-8-08302016
Point Name: LALIV16943a/b
Checked in on 46DE4a/b
GPS controller in EST",Riverine,8/26/2016 4:00:00 AM,1,2,1585,7,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Debris,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Paint,Handheld GPS,NAD83,Jeffrey Moss,Erin Williams,LAEAS16944,"Located at Substation on fence line, sixth post from left of gate.",,,LA,East Baton Rouge Parish,,No,,15309,Comite,16944,129,2,3,"Substation on fence line, sixth post from left of gate.",30.47506,-91.03249,9/1/2016 5:00:00 AM,52.344,2,6,N/A,,3,4.45,1,,,Riverine,8/26/2016 5:00:00 AM,1,2,1595,1632,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,NAD83,Skylar McHenry,Skylar McHenry,LALIV16945,HWM on front porch railing of residence,,,LA,Livingston Parish,,No,,15311,Tickfaw,16945,129,5,1,HWM tag in center of carport on wooden fence. Flagging tape used,30.55613,-90.62331,9/1/2016 4:00:00 AM,61.219,2,6,N/A,,6,,1,,"Job name LA-5-09022016 
Point name LALIV16945a/b 
Checked in @: 46BC56 
GPS control in EST",Riverine,8/26/2016 4:00:00 AM,0,2,1590,1590,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,NAD83,Philip Habermehl,Laura LaPolice,LAASC16946,RESIDENCE AT 45089 LAKE MARTIN ROAD,,,LA,Ascension Parish,,No,,15310,AMITE,16946,129,5,1,NORTHEAST CORNER OF CARPORT WHERE BRICK AND WOOD MEET.,30.28489,-90.85147,8/30/2016 4:00:00 AM,12.324,2,6,N/A,,4,2.46,1,,LAASC16946-A,Riverine,8/26/2016 4:00:00 AM,0,2,1600,1598,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,VP: > 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Map (digital or paper),WGS84 (from Digital Map),Ben Thepaut,Erin Williams,LAEAS16947,"2 HWM at Residential Home near Shenandoah Substation on Tigers Bend Road, Baton Rouge LA",,,LA,East Baton Rouge Parish,,No,Looking at substation; owners asked if they could help. Contact information on HWM paper form.,15312,near Clay Cut Bayou trib to Amite River,16947,129,5,5,HWM 1 is seed line on tree near unknown tributary on RB heading downhill to substation to clay cut bayou to amite river,30.38876,-91.0046,8/30/2016 5:00:00 AM,27.331,2,6,N/A,,6,5.23,4,,,Riverine,8/26/2016 5:00:00 AM,1,4,1601,1632,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,VP: > 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Map (digital or paper),WGS84 (from Digital Map),Ben Thepaut,Erin Williams,LAEAS16947,"2 HWM at Residential Home near Shenandoah Substation on Tigers Bend Road, Baton Rouge LA",,,LA,East Baton Rouge Parish,,No,Looking at substation; owners asked if they could help. Contact information on HWM paper form.,15313,near Clay Cut Bayou trib to Amite River,16947,129,5,5,HWM 2 is on back of house on corner of carport/shed on 4x4 post corner closest to substation.,30.38876,-91.0046,8/30/2016 5:00:00 AM,27.598,2,6,N/A,,6,4.73,4,,,Riverine,8/26/2016 5:00:00 AM,0,4,1601,1632,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,NAD83,Matthew Jennings,Matthew Jennings,LALIV16948,"Private residence, Seed line in carport.",,,LA,Livingston Parish,,No,,15315,Amite River,16948,129,5,1,"Seed line in carport at residence, marked with a green USGS HMW in nail. Pink flagging tape used.",30.49497,-90.7485,9/1/2016 5:00:00 AM,38.3655,2,6,N/A,,6,0.64,1,,Used line level to stake in grass. Surveyed with RTK on wood stake.,Riverine,8/25/2016 5:00:00 AM,1,2,1593,1593,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Debris,Poor: +/- 0.40 ft,,,,Nail and HWM tag,Handheld GPS,NAD83,Anna Marie Marable,Laura LaPolice,LAST.16949,Power line pole; Hwy 43; South of Greensburg,,,LA,St. Helena Parish,,No,,15316,Tickfaw,16949,129,2,4,,30.79564,-90.73075,9/1/2016 4:00:00 AM,,,,N/A,,6,5.52,1,,THE SITE WAS ABANDONED BECAUSE THE LAT AND LONG WERE WRONG.,Riverine,8/26/2016 4:00:00 AM,0,2,1609,1598,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Vegetation line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,NAD83,Kelvey Merrill,Skylar McHenry,LATAN16950,"10199 Lawrence Rd. Hammond, LA 70403. Nail and HWM tab on back right corner of house- street side.",,,LA,Tangipahoa Parish,,No,,15317,Natalbany,16950,129,4,1,Back right corner of house-- facing street. 10199 Lawrence Rd.,30.43825,-90.54297,8/29/2016 4:00:00 AM,17.5915,2,6,N/A,,6,2.6,1,,"Job name LA-5-08292016 
Point name: LALIV16950A
Checked in @: 46DE56
GPS control in EST",Riverine,8/26/2016 4:00:00 AM,0,2,1602,1590,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Vegetation line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,NAD83,Kelvey Merrill,Skylar McHenry,LATAN16950,"10199 Lawrence Rd. Hammond, LA 70403. Nail and HWM tab on back right corner of house- street side.",,,LA,Tangipahoa Parish,,No,,15325,Natalbany,16950,129,4,2,"40284 Pumpkin Center Rd. Hammond LA, 70403. Back corner of house by left most back door. Left side of house when looking from back yard. Marked with Sharpie.",30.44386,-90.54189,8/29/2016 4:00:00 AM,18.6625,2,6,N/A,,4,1.66,1,,"Job name LA-5-08292016 
Point name: LALIV16950B
Checked in @: 46DE56
GPS control in EST

*Electronic files on Trimble for the site LATAN16950 were entered incorrectly as LALIV16950*",Riverine,8/26/2016 4:00:00 AM,0,2,1602,1590,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,NAD83,Skylar McHenry,Skylar McHenry,LALIV16951,Apartment building Unit B,,,LA,Livingston Parish,,No,,15318,Tickfaw,16951,129,5,1,HWM tag and flagging to the left of apt b's door.,30.50346,-90.58112,8/31/2016 4:00:00 AM,41.111,2,6,N/A,,6,3.44,1,,"Job name LA-5-08312016 
Point: LALIV17000a/b
Checked in @: 46BC56
GPS control in EST
***Three shots for this site due to rod breaking. Additional shot was made to confirm accuracy of adjusted shot heights***",Riverine,8/26/2016 4:00:00 AM,0,2,1590,1590,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,,,,Nail and HWM tag,Handheld GPS,NAD83,Laura LaPolice,Laura LaPolice,LAEAS16952,House with wagon wheels on front of house,,,LA,East Baton Rouge Parish,,No,,15319,comite,16952,129,5,1,seed line found on privacy fence to the left of the house.,30.56132,-91.07188,,,,,N/A,,6,5.49,1,,,Riverine,8/26/2016 4:00:00 AM,0,2,1598,1598,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,NAD83,Anna Marie Marable,Laura LaPolice,LAST.16953,Sharpie Mark on Front of House; Hwy 43; South of Greensburg,,,LA,St. Helena Parish,,No,,15320,Tickfaw,16953,129,5,2,,30.72042,-90.6515,9/1/2016 4:00:00 AM,122.797,2,6,N/A,,4,3.62,1,,LAST.16953,Riverine,8/26/2016 4:00:00 AM,0,2,1609,1598,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,NAD83,Caleb Miller,Arthur Day,LAEAS16954,"Large Blue Water holding Tanks for Oil field/Gas Field operations.  TREK Resources Inc, Chipola Field, Hurst Lease.",,,LA,East Feliciana Parish,,No,,15321,Amite River,16954,129,5,3,Pull into large Oil Field area that supplies water in the giant blue tanks.  Once pulled in stop after 20 ft and look left along the tree line that borders the road.  The HWM is on the side of the tree line facing the Blue Tanks and marked with flagging.  There is a second HWM for verification purposes about 15ft away from the first one.,30.957,-90.86608,9/2/2016 4:00:00 AM,191.608,2,6,Right,,6,5.21,1,,,Riverine,8/26/2016 4:00:00 AM,0,2,1607,1587,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Mud,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,local control point,Christopher Henry,Christopher Henry,LALIV16955,Sharpie Mark on SW side of large party building behind and to the left of church when looking at church labeled HWM with orange flagging and orange survey flagging labeled HWM.,,,LA,Livingston Parish,,No,,15322,Amite River,16955,129,1,1,Sharpie Mark on SW side of large party building behind and to the left of church when looking at church labeled HWM with orange flagging and orange survey flagging labeled HWM.,30.373144,-90.867764,8/31/2016 4:00:00 AM,19.854,2,6,N/A,,4,2.52,1,,"Job name: LA-8-08312016
Point Name: LALIV16955a/b
Checked in on PortV-AmiteRM2a/b
GPS controller in EST",Riverine,8/26/2016 4:00:00 AM,1,1,7,7,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Stain line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,NAD83,Arthur Day,Arthur Day,LAASC16956,"Sharpie mark on left side of garage entrance at 10045 Lake Ridge Ave Gonzales, LA",,,LA,Ascension Parish,,No,,15323,Bayou Francois,16956,129,6,2,"Sharpie mark on left side of garage entrance at 10045 Lake Ridge Ave Gonzales, LA",30.21313,-90.8802,8/28/2016 12:00:00 AM,8.009,2,6,N/A,,4,1.27,1,,,Riverine,8/26/2016 12:00:00 AM,1,2,1587,1587,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Vegetation line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,NAD83,Caleb Miller,Laura LaPolice,LAST.16957,"Wright Settlement Lane, off of HWY 10 at the beginning of where the Hwy was destroyed.  First house on the right.  Dirty white colored (almost yellow)",,,LA,St. Helena Parish,,No,,15324,Amite River,16957,129,4,1,HWM is located on the front of the house facing the road.  It is on the Right side of the door behind a set of bushes.  The Mark is a marker line on the house itself.,30.88706,-90.81247,9/2/2016 4:00:00 AM,183.682,2,6,Left,,4,2.63,1,,last.16957-A,Riverine,8/26/2016 4:00:00 AM,0,2,1607,1598,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
